0,1,0.5,0.5000,0.5000,0.5000,0.5000,0.5
0.01,1,0.5,0.5050,0.5050,0.5000,0.5050,0.5
0.02,1,0.5,0.5100,0.5100,0.5000,0.5100,0.5
0.03,1,0.5,0.5150,0.5150,0.5000,0.5150,0.5
0.04,1,0.5,0.5200,0.5200,0.5000,0.5200,0.5
0.05,1,0.5,0.5250,0.5250,0.5000,0.5250,0.5
0.06,1,0.5,0.5300,0.5300,0.5000,0.5300,0.5
0.07,1,0.5,0.5350,0.5350,0.5000,0.5350,0.5
0.08,1,0.5,0.5400,0.5400,0.5000,0.5400,0.5
0.09,1,0.5,0.5450,0.5450,0.5000,0.5450,0.5
0.1,1,0.5,0.5500,0.5500,0.5000,0.5500,0.5
0.11,1,0.5,0.5550,0.5550,0.5000,0.5550,0.5
0.12,1,0.5,0.5600,0.5600,0.5000,0.5600,0.5
0.13,0,0.5,-1.0000,-10.4450,-0.5000,-0.4450,-1
0.14,0,0.5,-1.0000,-9.4500,-0.5000,-0.4500,-1
0.15,0,0.5,-1.0000,-8.5550,-0.5000,-0.4550,-1
0.16,0,0.5,-1.0000,-7.7500,-0.5000,-0.4600,-1
0.17,0,0.5,-1.0000,-7.0260,-0.5000,-0.4650,-1
0.18,0,0.5,-1.0000,-6.3749,-0.5000,-0.4700,-1
0.19,0,0.5,-1.0000,-5.7894,-0.5000,-0.4750,-1
0.2,0,0.5,-1.0000,-5.2630,-0.5000,-0.4800,-1
0.21,0,0.5,-1.0000,-4.7897,-0.5000,-0.4850,-1
0.22,0,0.5,-1.0000,-4.3642,-0.5000,-0.4900,-1
0.23,0,0.5,-1.0000,-3.9818,-0.5000,-0.4950,-1
0.24,0,0.5,-1.0000,-3.6381,-0.5000,-0.5000,-1
0.25,1,0.5,1.0000,7.6807,0.5000,0.5050,1
0.26,1,0.5,1.0000,6.9681,0.5000,0.5100,1
0.27,1,0.5,1.0000,6.3273,0.5000,0.5150,1
0.28,1,0.5,1.0000,5.7511,0.5000,0.5200,1
0.29,1,0.5,1.0000,5.2330,0.5000,0.5250,1
0.3,1,0.5,1.0000,4.7672,0.5000,0.5300,1
0.31,1,0.5,1.0000,4.3485,0.5000,0.5350,1
0.32,1,0.5,1.0000,3.9721,0.5000,0.5400,1
0.33,1,0.5,1.0000,3.6339,0.5000,0.5450,1
0.34,1,0.5,1.0000,3.3300,0.5000,0.5500,1
0.35,1,0.5,1.0000,3.0570,0.5000,0.5550,1
0.36,1,0.5,1.0000,2.8118,0.5000,0.5600,1
0.37,1,0.5,1.0000,2.5916,0.5000,0.5650,1
0.38,0,0.5,-1.0000,-8.6160,-0.5000,-0.4400,-1
0.39,0,0.5,-1.0000,-7.8034,-0.5000,-0.4450,-1
0.4,0,0.5,-1.0000,-7.0726,-0.5000,-0.4500,-1
0.41,0,0.5,-1.0000,-6.4153,-0.5000,-0.4550,-1
0.42,0,0.5,-1.0000,-5.8243,-0.5000,-0.4600,-1
0.43,0,0.5,-1.0000,-5.2929,-0.5000,-0.4650,-1
0.44,0,0.5,-1.0000,-4.8151,-0.5000,-0.4700,-1
0.45,0,0.5,-1.0000,-4.3856,-0.5000,-0.4750,-1
0.46,0,0.5,-1.0000,-3.9995,-0.5000,-0.4800,-1
0.47,0,0.5,-1.0000,-3.6526,-0.5000,-0.4850,-1
0.48,0,0.5,-1.0000,-3.3408,-0.5000,-0.4900,-1
0.49,0,0.5,-1.0000,-3.0607,-0.5000,-0.4950,-1
0.5,1,0.5,1.0000,8.2008,0.5000,0.5100,1
0.51,1,0.5,1.0000,7.4368,0.5000,0.5150,1
0.52,1,0.5,1.0000,6.7496,0.5000,0.5200,1
0.53,1,0.5,1.0000,6.1316,0.5000,0.5250,1
0.54,1,0.5,1.0000,5.5760,0.5000,0.5300,1
0.55,1,0.5,1.0000,5.0764,0.5000,0.5350,1
0.56,1,0.5,1.0000,4.6272,0.5000,0.5400,1
0.57,1,0.5,1.0000,4.2235,0.5000,0.5450,1
0.58,1,0.5,1.0000,3.8607,0.5000,0.5500,1
0.59,1,0.5,1.0000,3.5346,0.5000,0.5550,1
0.6,1,0.5,1.0000,3.2416,0.5000,0.5600,1
0.61,1,0.5,1.0000,2.9785,0.5000,0.5650,1
0.62,1,0.5,1.0000,2.7421,0.5000,0.5700,1
0.63,0,0.5,-1.0000,-8.4801,-0.5000,-0.4350,-1
0.64,0,0.5,-1.0000,-7.6806,-0.5000,-0.4400,-1
0.65,0,0.5,-1.0000,-6.9615,-0.5000,-0.4450,-1
0.66,0,0.5,-1.0000,-6.3149,-0.5000,-0.4500,-1
0.67,0,0.5,-1.0000,-5.7334,-0.5000,-0.4550,-1
0.68,0,0.5,-1.0000,-5.2105,-0.5000,-0.4600,-1
0.69,0,0.5,-1.0000,-4.7405,-0.5000,-0.4650,-1
0.7,0,0.5,-1.0000,-4.3179,-0.5000,-0.4700,-1
0.71,0,0.5,-1.0000,-3.9381,-0.5000,-0.4750,-1
0.72,0,0.5,-1.0000,-3.5968,-0.5000,-0.4800,-1
0.73,0,0.5,-1.0000,-3.2901,-0.5000,-0.4850,-1
0.74,0,0.5,-1.0000,-3.0146,-0.5000,-0.4900,-1
0.75,1,0.5,1.0000,8.2428,0.5000,0.5150,1
0.76,1,0.5,1.0000,7.4750,0.5000,0.5200,1
0.77,1,0.5,1.0000,6.7845,0.5000,0.5250,1
0.78,1,0.5,1.0000,6.1636,0.5000,0.5300,1
0.79,1,0.5,1.0000,5.6052,0.5000,0.5350,1
0.8,1,0.5,1.0000,5.1032,0.5000,0.5400,1
0.81,1,0.5,1.0000,4.6519,0.5000,0.5450,1
0.82,1,0.5,1.0000,4.2462,0.5000,0.5500,1
0.83,1,0.5,1.0000,3.8816,0.5000,0.5550,1
0.84,1,0.5,1.0000,3.5539,0.5000,0.5600,1
0.85,1,0.5,1.0000,3.2595,0.5000,0.5650,1
0.86,1,0.5,1.0000,2.9951,0.5000,0.5700,1
0.87,1,0.5,1.0000,2.7576,0.5000,0.5750,1
0.88,0,0.5,-1.0000,-8.4657,-0.5000,-0.4300,-1
0.89,0,0.5,-1.0000,-7.6671,-0.5000,-0.4350,-1
0.9,0,0.5,-1.0000,-6.9489,-0.5000,-0.4400,-1
0.91,0,0.5,-1.0000,-6.3030,-0.5000,-0.4450,-1
0.92,0,0.5,-1.0000,-5.7222,-0.5000,-0.4500,-1
0.93,0,0.5,-1.0000,-5.2000,-0.5000,-0.4550,-1
0.94,0,0.5,-1.0000,-4.7305,-0.5000,-0.4600,-1
0.95,0,0.5,-1.0000,-4.3084,-0.5000,-0.4650,-1
0.96,0,0.5,-1.0000,-3.9291,-0.5000,-0.4700,-1
0.97,0,0.5,-1.0000,-3.5882,-0.5000,-0.4750,-1
0.98,0,0.5,-1.0000,-3.2819,-0.5000,-0.4800,-1
0.99,0,0.5,-1.0000,-3.0067,-0.5000,-0.4850,-1
1,1,0.5,1.0000,8.2505,0.5000,0.5200,1
